id,date_id,theater,company,event_type,hadamowsky,morrow,notes
146,1781-04-20,Bth,unknown,benefit,No,NA,"This performance in the Burgtheater is not in Hadamowsky or Von Alth/Obzyna. Because it took place on a Friday, it may have been a benefit. Hadamowsky has the Burgtheater as ""geschlossen"" on this day.""Wissenschaft. geht vor / Schonheit [sic]. / L. in 3. A. n. G. v. B."""
147,1781-04-21,Bth,Court,premiere,Yes,NA,Performed only four times before being dropped.
148,1781-04-21,Bth,Court,premiere,Yes,NA,Performed only three times
149,1781-04-22,Bth,Court,premiere,Yes,NA,"Zinzendorf attended this performance, writing: ""Je trouvois Schroeter excellent en vieillard, jeu noble, [debit] agréable."""
150,1781-04-22,Kth,French,unknown,No,NA,"""L'Offcier & le grand Baillif. C. 5. / la Laitiere. C. 1. a.""Identification of ""La Laitiere"" as the work by Anseaume and Duni is provisional."
151,1781-04-22,Kth,French,unknown,No,NA,NA
152,1781-04-23,Bth,Court,reprise,Yes,NA,NA
153,1781-04-23,Bth,Court,premiere,Yes,NA,Performed only four times before being dropped.
154,1781-04-24,Bth,Court,reprise,Yes,NA,NA
155,1781-04-24,Bth,Court,reprise,Yes,NA,NA
156,1781-04-24,Kth,French,unknown,No,NA,"""Les 3. jumeaux venetiens. C. 3. 2."""
157,1781-04-24,Kth,French,unknown,No,NA,NA
158,1781-04-25,Bth,Court,reprise,Yes,NA,NA
159,1781-04-25,Kth,French,unknown,No,NA,NA
160,1781-04-25,Kth,French,unknown,No,NA,Identification of work mildly uncertain
161,1781-04-26,Bth,Court,reprise,Yes,NA,NA
163,1781-04-26,Bth,Court,premiere,Yes,NA,Performed only twice
162,1781-04-27,Bth,unknown,benefit,No,NA,Not in Hadamowsky or Von Alth/Obzyna. Possibly a benefit.
164,1781-04-27,Kth,NA,concert,No,No,"""Musikalische Akademie / z. V. Hr. Johann Lausch."""
165,1781-04-28,Kth,Court,premiere,Yes,NA,Performed only three times
166,1781-04-28,Bth,Court,reprise,Yes,NA,NA
167,1781-04-28,Kth,French,unknown,No,NA,NA
168,1781-04-28,Kth,French,unknown,No,NA,NA
169,1781-04-28,Kth,French,unknown,No,NA,NA
170,1781-04-29,Bth,Court,reprise,Yes,NA,NA
171,1781-04-29,Bth,Court,reprise,Yes,NA,NA
172,1781-04-29,Kth,French,unknown,No,NA,"Zinzendorf attended these performances: ""Le soir au Theatre de la porte de Carinthie. L'Homme comme il y en a peu. Dalainval, Calet et le jolie M:elle Laurens jouerent fort bien. La Servante maitresse bien jouée et mal chantée."""
173,1781-04-29,Kth,French,unknown,No,NA,"On Zinzendorf's reaction, see the preceding entry."
174,1781-04-30,Bth,Court,premiere,Yes,NA,NA
175,1781-05-01,Bth,Court,reprise,Yes,NA,NA
176,1781-05-01,Bth,Court,reprise,Yes,NA,NA
177,1781-05-01,Kth,French,reprise,No,NA,NA
178,1781-05-01,Kth,French,reprise,No,NA,NA
179,1781-05-02,Bth,Court,reprise,Yes,NA,"Zinzendorf attended this performance: ""Le soir au Spectacle der flatterhaffte Liebhaber [sic]. Schroeter y joua a merveille en pauvre rôle [...]"""
180,1781-05-02,Kth,NA,concert,No,No,NA
181,1781-05-03,Bth,Court,reprise,Yes,NA,NA
182,1781-05-03,Bth,Court,reprise,Yes,NA,NA
183,1781-05-03,Kth,French,unknown,No,NA,NA
184,1781-05-03,Kth,French,reprise,No,NA,NA
185,1781-05-04,Bth,unknown,reprise,No,NA,"Not in Hadamowsky or Von Alth/Obzyna. Benefit? Hadamowsky has the Burgtheater as ""geschollsen"" on this day."
186,1781-05-05,Bth,Court,benefit,Yes,NA,"""Autors Einnahme"". Final performance."
187,1781-05-05,Bth,Court,premiere,Yes,NA,Premiere on the same day as the last of three performances of Eckardt's Die Schwäger. Performed only three times.
188,1781-05-05,Kth,French,reprise,No,NA,NA
189,1781-05-05,Kth,French,unknown,No,NA,NA
190,1781-05-06,Bth,Court,reprise,Yes,NA,NA
191,1781-05-06,Kth,French,unknown,No,NA,NA
192,1781-05-06,Kth,French,reprise,No,NA,NA
193,1781-05-07,Bth,Court,reprise,Yes,NA,"""Der Eßighandler. / L. in 3. A. a. d. Fr.""Adapted from Mercier's La Brouette du vinaigrier.Zinzendorf attended these peformances: ""Le soir au Theatre. der Wein Eßig Händler. mauvais pièce que Schroeter rendit tres suportable par son jeu excellent. Ariadne zu Naxos Ein melodrama. M:e Schroeter tres bien [****], joua assez bien. L'orage a merveille."""
194,1781-05-07,Bth,Court,reprise,Yes,NA,"Zinzendorf attended these peformances: ""Le soir au Theatre. der Wein Eßig Händler. mauvais pièce que Schroeter rendit tres suportable par son jeu excellent. Ariadne zu Naxos Ein melodrama. M:e Schroeter tres bien [****], joua assez bien. L'orage a merveille."""
195,1781-05-08,Bth,Court,reprise,Yes,NA,NA
196,1781-05-08,Kth,French,unknown,No,NA,NA
197,1781-05-09,Bth,Court,reprise,Yes,NA,NA
198,1781-05-09,Kth,NA,concert,No,Yes,"Morrow, 250, based on entry in Zinzendorf"
199,1781-05-10,Bth,Court,reprise,Yes,NA,NA
200,1781-05-10,Kth,French,unknown,No,NA,"""Du Sorcier. O. 2. a."""
201,1781-05-10,Kth,French,unknown,No,NA,"""Dupuis & des Ronæls.C. / 3. a.""This title only in Bender (based on Schletter). Schinke has ""Depuis & de Ronais""."
202,1781-05-11,Bth,unknown,benefit,No,NA,"Not in Hadamowsky or Von Alth/Obzyna. Friday benefit? Hadamowsky has the Burgtheater as ""geschlossen."""
203,1781-05-11,Bth,unknown,reprise,No,NA,"Not in Hadamowsky or Von Alth/Obzyna. Friday benefit? Hadamowsky has the Burgtheater as ""geschlossen."""
204,1781-05-12,Bth,Court,reprise,Yes,NA,NA
205,1781-05-12,Bth,Court,reprise,Yes,NA,"Zinzendorf attended this performance: ""Andromede melodrame musique de M. Zimmer,ann. M:e Sacco joua comme un ange. le mot de Wahrheit quelle expression elle lui donna, en [***]ant a Persée qu'elle l'aime."""
206,1781-05-12,Kth,French,unknown,No,NA,NA
207,1781-05-12,Kth,French,reprise,No,NA,NA
208,1781-05-13,Bth,Court,reprise,Yes,NA,NA
209,1781-05-13,Kth,French,unknown,No,NA,"Zinzendorf attended these perfromances: ""Au Spectac;le françois. L'homme officieux, puis Nanette et Lucas."""
210,1781-05-13,Kth,French,unknown,No,NA,NA
211,1781-05-14,Bth,Court,reprise,Yes,NA,NA
212,1781-05-14,Kth,French,reprise,No,NA,NA
213,1781-05-14,Kth,French,unknown,No,NA,NA
214,1781-05-15,Bth,Court,reprise,Yes,NA,From Calderon's Alcalde de Zalamea
215,1781-05-16,Bth,Court,reprise,Yes,NA,NA
216,1781-05-16,Kth,French,unknown,No,NA,NA
218,1781-05-16,Kth,French,reprise,No,NA,NA
217,1781-05-17,Bth,Court,reprise,Yes,NA,NA
219,1781-05-17,Bth,Court,reprise,Yes,NA,NA
220,1781-05-17,Kth,French,unknown,No,NA,"""La Soiree a la Mode. C. 1. a."""
221,1781-05-17,Kth,French,unknown,No,NA,NA
222,1781-05-17,Kth,French,unknown,No,NA,NA
223,1781-05-18,Bth,unknown,benefit,No,NA,"Not in Hadamowsky or Von Alth/Obzyna. Perhaps a Friday benefit. Hadamowsky has the Burgtheater as ""geschlossen"" on this day."
224,1781-05-18,Kth,NA,concert,No,NA,"Sartori:	Matteo Gervasi, composer of La Mistica vittoria (1772)	Giuseppe Gervasoni, a singer active in the early 1780s	Susanna Gervasio, singerGerber 1790, only name even close is Mr. Gervais, violinist who appeared at the Concert spirituel in Paris.There was a tenor Cesare Cervasi in the 1820s"
225,1781-05-19,Bth,Court,reprise,Yes,NA,Probably with Schröder in the title role?
226,1781-05-20,Bth,Court,reprise,Yes,NA,NA
227,1781-05-20,Bth,Court,reprise,Yes,NA,NA
228,1781-05-20,Kth,French,unknown,No,NA,NA
229,1781-05-20,Kth,French,unknown,No,NA,NA
230,1781-05-21,Bth,Court,reprise,Yes,NA,NA
231,1781-05-22,Bth,Court,reprise,Yes,NA,NA
232,1781-05-22,Bth,Court,premiere,Yes,NA,NA
235,1781-05-22,Kth,French,unknown,No,NA,NA
236,1781-05-22,Kth,French,reprise,No,NA,NA
237,1781-05-23,Bth,Court,reprise,Yes,NA,NA
233,1781-05-24,Kth,French,unknown,No,NA,NA
234,1781-05-24,Kth,French,reprise,No,NA,NA
238,1781-05-24,Bth,Court,reprise,Yes,NA,NA
239,1781-05-24,Bth,Court,reprise,Yes,NA,NA
240,1781-05-25,NA,NA,closed,NA,NA,NA
241,1781-05-26,Bth,Court,premiere,Yes,NA,NA
242,1781-05-26,Kth,French,unknown,No,NA,NA
243,1781-05-26,Kth,French,unknown,No,NA,NA
244,1781-05-27,Bth,Court,reprise,Yes,NA,NA
245,1781-05-27,Kth,French,reprise,No,NA,NA
246,1781-05-27,Kth,French,reprise,No,NA,NA
247,1781-05-28,Bth,Court,reprise,Yes,NA,NA
248,1781-05-28,Bth,Court,reprise,Yes,NA,NA
249,1781-05-29,Bth,Court,premiere,Yes,NA,NA
250,1781-05-29,Kth,French,reprise,No,NA,NA
251,1781-05-29,Kth,French,reprise,No,NA,NA
252,1781-05-30,Bth,Court,reprise,Yes,NA,NA
253,1781-05-30,Bth,Court,reprise,Yes,NA,Second and final performance
254,1781-05-31,Bth,Court,reprise,Yes,NA,NA
255,1781-05-31,Kth,French,reprise,No,NA,NA
256,1781-05-31,Kth,French,reprise,No,NA,NA
258,1781-06-01,Bth,unknown,benefit,No,NA,"Not in Hadamowsky or Von Alth/Obzyna. Perhaps a Friday benefit? Hadamowsky has the Burgtheater as ""geschlossen""  on this day."
259,1781-06-01,Bth,unknown,benefit,No,NA,"Not in Hadamowsky or Von Alth/Obzyna. Perhaps a Friday benefit? Hadamowsky has the Burgtheater as ""geschlossen""  on this day."
260,1781-06-02,Bth,Court,reprise,Yes,NA,NA
261,1781-06-02,Bth,Court,reprise,Yes,NA,NA
262,1781-06-02,Kth,French,reprise,No,NA,NA
263,1781-06-02,Kth,French,unknown,No,NA,NA
264,1781-06-03,NA,NA,NA,NA,NA,"""Vacat wegen Pfingstfestes"""
265,1781-06-04,Bth,Court,reprise,Yes,NA,NA
266,1781-06-04,Kth,French,reprise,No,NA,NA
267,1781-06-04,Kth,French,unknown,No,NA,NA
268,1781-06-05,Bth,Court,reprise,Yes,NA,NA
269,1781-06-05,Bth,Court,reprise,Yes,NA,NA
270,1781-06-06,Bth,Court,reprise,Yes,NA,NA
271,1781-06-07,Bth,Court,reprise,Yes,NA,NA
272,1781-06-07,Kth,French,reprise,No,NA,NA
273,1781-06-08,NA,NA,closed,NA,NA,NA
274,1781-06-09,Bth,Court,reprise,Yes,NA,NA
275,1781-06-09,Kth,French,unknown,No,NA,"First performed in Paris for the first time 14 Nov 1780. Adapted from a ""conte philosophique"" by Voltaire (1764)"
276,1781-06-09,Kth,French,reprise,No,NA,NA
277,1781-06-10,Bth,Court,reprise,Yes,NA,NA
278,1781-06-10,Kth,French,reprise,No,NA,NA
279,1781-06-11,Bth,Court,reprise,Yes,NA,NA
280,1781-06-11,Bth,Court,reprise,Yes,NA,NA
281,1781-06-11,Kth,unknown,concert,No,No,"""Musikalische Akademie z. V. v. Mrs. Agostinelli.""""Mrs."" is probably ""Monsieur,"" based on Schletter's apparent usage. There is a soprano Angela (Angelica) Agostinelli in Sartori in libretti from 1765 to 1767.""Agostinelli"" not in Gerber 1790 or Morrow. See Bernardini 1988, on the Venetian oboist/flutist Floravante Agostinelli (1741–1809). See his note 12. Alternate first names are ""Francesco Saverio"" and ""Florante"". He was employed by the Thurn und Taxis court for 32 years. Burney heard him in Ludwigsburg in 1772.Often referred to (Badley, Murray, Powell) as ""Florante"""
282,1781-06-12,Bth,Court,reprise,Yes,NA,NA
283,1781-06-12,Kth,French,reprise,No,NA,NA
284,1781-06-12,Kth,French,unknown,No,NA,NA
285,1781-06-13,Bth,Court,reprise,Yes,NA,NA
286,1781-06-14,NA,NA,closed,NA,NA,NA
287,1781-06-15,NA,NA,closed,NA,NA,NA
288,1781-06-16,Bth,Court,premiere,Yes,NA,NA
289,1781-06-16,Kth,French,reprise,No,NA,NA
290,1781-06-17,Bth,Court,reprise,Yes,NA,NA
291,1781-06-17,Kth,French,reprise,No,NA,NA
292,1781-06-17,Kth,French,unknown,No,NA,NA
293,1781-06-18,Bth,Court,reprise,Yes,NA,NA
294,1781-06-19,Bth,Court,reprise,Yes,NA,NA
295,1781-06-19,Kth,French,reprise,No,NA,NA
296,1781-06-19,Kth,French,reprise,No,NA,NA
297,1781-06-20,Bth,Court,reprise,Yes,NA,NA
298,1781-06-20,Kth,French,reprise,No,NA,NA
299,1781-06-20,Kth,French,reprise,No,NA,NA
300,1781-06-21,Bth,Court,reprise,Yes,NA,NA
301,1781-06-21,Kth,French,unknown,No,NA,NA
302,1781-06-22,NA,NA,NA,NA,NA,NA
303,1781-06-23,Bth,Court,premiere,Yes,NA,NA
304,1781-06-23,Bth,Court,reprise,Yes,NA,NA
305,1781-06-23,Kth,French,reprise,No,NA,NA
306,1781-06-23,Kth,French,unknown,No,NA,NA
307,1781-06-24,Bth,Court,reprise,Yes,NA,NA
308,1781-06-24,Bth,Court,reprise,Yes,NA,NA
309,1781-06-24,Kth,French,reprise,No,NA,NA
310,1781-06-25,Bth,Court,reprise,Yes,NA,NA
311,1781-06-25,Bth,Court,reprise,Yes,NA,NA
312,1781-06-26,Bth,Court,reprise,Yes,NA,NA
313,1781-06-27,Bth,Court,reprise,Yes,NA,NA
314,1781-06-27,Kth,Kinder,reprise,No,NA,NA
315,1781-06-28,Bth,Court,reprise,Yes,NA,NA
316,1781-06-28,Kth,French,unknown,No,NA,NA
