id,date,theater,company,title,genre,author,composer,notes
479,1781-08-28,Bth,Court,Die Wirthschaftlerinn,Lustspiel,Stephanie d. J.,NA,Hadamowsky has Die Widersprecherin on this date
480,1781-08-28,Kth,French,L'Amoreux de quinze ans,Comédie mêlée d'ariettes,Laujon,Martini,NA
481,1781-08-28,Kth,French,Pygmalion,Melodrama,Rousseau,Coignet,NA
482,1781-08-29,Bth,Court,Die Eroberung von Saint-Lucie,Lustspiel,Müller von Friedberg,NA,NA
483,1781-08-29,Bth,Court,Die eingebildeten Philosophen,Singspiel,Bertati,Paisiello,NA
484,1781-08-30,Bth,Court,Gianetta Montaldi,Trauerspiel,Schink,NA,NA
485,1781-08-30,Kth,French,La Colonie,Opéra comique,unknown,Framery,NA
486,1781-08-30,Kth,French,Les Deux Chasseurs et la Laitière,Comédie mêlée d'ariettes,Anseaume,Duni,NA
487,1781-08-31,Bth,Kinder,Adelheit von Veltheim,Singspiel,Großmann,Sardi,This work and performance is not in Hadamowsky.
488,1781-09-01,Bth,Court,"Jenny, oder die Uneigennützigkeit",Drame,Marsollier,NA,NA
489,1781-09-01,Bth,Court,Die unvermutheten Zufälle,Singspiel,Hales,Grétry,Performed only four times.
490,1781-09-01,Kth,French,La Fée Urgèle,Comédie mêlée d'ariettes,Favart,Duni,NA
491,1781-09-02,Bth,Court,Der Kobold,Lustspiel,Gotter,NA,NA
492,1781-09-02,Kth,French,Les Pèlerins de la Mecque,Singspiel,Dancourt,Gluck,NA
493,1781-09-03,Bth,Court,Die Rechnung ohne den Wirth,Lustspiel,Schletter,NA,NA
494,1781-09-03,Bth,Court,Die unvermutheten Zufälle,Singspiel,Hales,Grétry,NA
495,1781-09-04,Bth,Court,Athelstan,Trauerspiel,Brown,NA,NA
496,1781-09-04,Kth,French,La Servante maitresse,Opéra comique,Favart,unknown,NA
497,1781-09-04,Kth,French,Dupuis et Desronais,Comédie,Collé,NA,NA
498,1781-09-05,Bth,Court,Der Rauchfangkehrer,Singspiel,Auenbrugger,Salieri,NA
499,1781-09-06,Bth,Court,Die gute Tochter,Lustspiel,Schröder,NA,NA
500,1781-09-07,Bth,Kinder,Adelheit von Veltheim,Singspiel,Großmann,Sardi,See 31 Aug 1781
501,1781-09-08,NA,NA,Theaters closed for Mariä Geburt (Nativity of Mary),NA,NA,NA,NA
502,1781-09-09,Bth,Court,Die Ungetreuen,Lustspiel,Barthe,NA,Final performance
503,1781-09-09,Bth,Court,Die unvermutheten Zufälle,Singspiel,Hales,Grétry,NA
504,1781-09-09,Kth,French,Le Déserteur,Drame mêlé de musique,Sedaine,Monsigny,"The directors of the French company absconded from Vienna on 8 Sep 1781 because of the company's poor finances. The company chose Le Petit as in interim internal director. They were allowed to continue their performances, but the emperor resolved on 8 Sep: “aber ihre Effecten, die vermutlich denen Entrepreneurs gehörten, sind für die Schuldner in Beschlag zu nehmen"" (Hadamowsky, 464)."
505,1781-09-10,Bth,Court,Richard der Dritte,Trauerspiel,Weiße,NA,NA
506,1781-09-11,Bth,Court,Das Lustlager,Schauspiel,Babo,NA,Final performance
507,1781-09-11,Bth,Court,"Die pücefarbnen Schuhe, oder Die schöne Schusterin",Singspiel,Stephanie d. J.,Umlauf,NA
508,1781-09-11,Kth,French,Le Tonnellier,Opéra comique,Audinot,Gossec,NA
509,1781-09-11,Kth,French,Le Magnifique,Comédie,Sedaine,Grétry,NA
510,1781-09-12,Bth,Court,Der Graf von Olsbach,Lustspiel,Brandes,NA,NA
511,1781-09-13,Bth,Court,Die Verlobung,Lustspiel,Brömel,NA,NA
512,1781-09-13,Kth,Court,Der Hausfreund,Singspiel,Marmontel,Grétry,NA
513,1781-09-14,Kth,Kinder,Die Schwiegermutter,Lustspiel,Romanus,NA,"This performance, on a Friday, is not in Hadamowsky or Von Alth/Obzyna/"
514,1781-09-14,Bth,Kinder,Der Aepfeldieb,Singspiel,Bretzner,Jast,"From the 1781 Viennese libretto: ""Aufgeführt auf dem k. k. Hof=Nationaltheater von der in der Schauspielkunst sich übenden Jugend."""
515,1781-09-15,Bth,Court,Das öffentliche Geheimniß,Lustspiel,Gotter,NA,NA
516,1781-09-15,Kth,French,"L'Amant jaloux, ou les Fausses Apparences",Comédie mêlée d'ariettes,Hales,Grétry,NA
517,1781-09-16,Bth,Court,Das öffentliche Geheimniß,Lustspiel,Gotter,NA,NA
518,1781-09-16,Kth,French,"L'Amant jaloux, ou les Fausses Apparences",Comédie mêlée d'ariettes,Hales,Grétry,NA
519,1781-09-17,Bth,Court,Der Dichterling,Lustspiel,Eberl,NA,NA
520,1781-09-17,Bth,Court,Die eingebildeten Philosophen,Singspiel,Bertati,Paisiello,NA
521,1781-09-18,Bth,Court,Das öffentliche Geheimniß,Lustspiel,Gotter,NA,NA
522,1781-09-19,Bth,Court,Die Wirthschaftlerinn,Lustspiel,Stephanie d. J.,NA,NA
523,1781-09-19,Bth,Court,Die unvermutheten Zufälle,Singspiel,Hales,Grétry,Final performance
524,1781-09-20,Bth,Court,Das öffentliche Geheimniß,Lustspiel,Gotter,NA,NA
525,1781-09-20,Kth,French,Le Jugement de Midas,Comédie mêlée d'ariettes,Hales,Grétry,NA
526,1781-09-21,Bth,Kinder,Die Schwiegermutter,Lustspiel,Romanus,NA,NA
527,1781-09-21,Bth,Kinder,Der Aepfeldieb,Singspiel,Bretzner,Jast,NA
528,1781-09-22,Bth,Court,Percy,Trauerspiel,More,NA,NA
529,1781-09-22,Kth,French,Le Maître en droit,Opéra comique,Lemonnier,Monsigny,NA
530,1781-09-22,Kth,French,"L'Erreur d'un moment, ou la Suite de Julie",Comédie mêlée d'ariettes,Monvel,Dezède,NA
531,1781-09-23,Bth,Court,Die Wölfe in der Heerde,Lustspiel,Stephanie d. J.,NA,Final performance
532,1781-09-23,Kth,French,Sancho Pança dans son isle,Opéra buffon,Poinsinet,Philidor,NA
533,1781-09-23,Kth,French,La Clochette,Comédie mêlée d'ariettes,Anseaume,Duni,NA
534,1781-09-24,Bth,Court,Die Eroberung von Saint-Lucie,Lustspiel,Müller von Friedberg,NA,Final performance
535,1781-09-24,Bth,Court,Die eingebildeten Philosophen,Singspiel,Bertati,Paisiello,NA
536,1781-09-25,Bth,Court,Wahrheit ist gut Ding,Lustspiel,Goldoni,NA,NA
537,1781-09-25,Kth,French,Le Jugement de Midas,Comédie mêlée d'ariettes,Hales,Grétry,NA
538,1781-09-26,Bth,Court,Zemire und Azor,Opéra comique,Marmontel,Grétry,"Schletter: ""Zemire u. Apor [sic] mit / Ballet."""
539,1781-09-27,Bth,Court,Das Loch in der Thüre,Lustspiel,Stephanie d. J.,NA,NA
540,1781-09-28,Bth,Kinder,Adelheit von Veltheim,Singspiel,Großmann,Sardi,NA
541,1781-09-29,Bth,Court,Der seltne Freyer,Lustspiel,Gernevalde,NA,NA
542,1781-09-29,Bth,Court,Der Herr Gevatter,Lustspiel,Prévost,NA,Final performance
543,1781-09-29,Kth,French,"L'Olympiade, ou le Triomphe de l'amitié",Drame mêlé de musique,Metastasio,Sacchini,NA
544,1781-09-30,Bth,Court,Das öffentliche Geheimniß,Lustspiel,Gotter,NA,NA
545,1781-09-30,Kth,French,Julie,Comédie mêlée d'ariettes,Monvel,Dezède,NA
546,1781-09-30,Kth,French,"L'Erreur d'un moment, ou la Suite de Julie",Comédie mêlée d'ariettes,Monvel,Dezède,NA
547,1781-10-01,Bth,Court,Zemire und Azor,Opéra comique,Marmontel,Grétry,NA
548,1781-10-02,Bth,Court,Der seltne Freyer,Lustspiel,Gernevalde,NA,NA
549,1781-10-02,Bth,Court,Die Trauer,Lustspiel,Hauteroche,NA,NA
550,1781-10-02,Kth,French,L'Ami de la maison,Comédie mêlée d'ariettes,Marmontel,Grétry,NA
551,1781-10-02,Kth,French,Lucile,Comédie mêlée d'ariettes,Marmontel,Grétry,NA
552,1781-10-03,Bth,Court,Der seltne Freyer,Lustspiel,Gernevalde,NA,NA
553,1781-10-03,Bth,Court,Der Faßbinder,Singspiel,Poinsinet,Philidor,NA
554,1781-10-04,Bth,Court,Inkle und Yariko,Trauerspiel,Pelzel,NA,NA
555,1781-10-04,Bth,Court,Die eingebildeten Philosophen,Singspiel,Bertati,Paisiello,NA
556,1781-10-04,Kth,French,La Rosière de Salency,Opéra comique,Favart,Philidor,NA
557,1781-10-05,Bth,unknown,Reinhold und Armida,Melodrama,Babo,Winter,"Possibly a benefit for composer Peter Winter, who seems still to have been in Vienna?"
558,1781-10-06,Bth,Court,Edwin und Emma,Schauspiel,Schraembl,NA,NA
559,1781-10-06,Kth,French,Tom Jones,Opéra comique,Poinsinet,Philidor,NA
560,1781-10-07,Bth,Court,Zemire und Azor,Opéra comique,Marmontel,Grétry,NA
561,1781-10-07,Kth,French,Les Pèlerins de la Mecque,Singspiel,Dancourt,Gluck,NA
562,1781-10-08,Bth,Court,Das öffentliche Geheimniß,Lustspiel,Gotter,NA,NA
563,1781-10-08,Kth,unknown,Fencing academy,NA,NA,NA,"""Fechtakademie"""
564,1781-10-09,Bth,Court,Betrug für Betrug,Lustspiel,Schletter,NA,NA
565,1781-10-09,Kth,French,La Bonne Fille,Opéra comique,unknown,unknown,NA
566,1781-10-09,Kth,French,Les Deux Chasseurs et la Laitière,Comédie mêlée d'ariettes,Anseaume,Duni,NA
567,1781-10-10,Bth,Court,Das Findelkind,Lustspiel,Brühl,NA,NA
568,1781-10-10,Bth,Court,Der Dichterling,Lustspiel,Eberl,NA,Final performance
569,1781-10-11,Bth,Court,Die gegenseitige Probe,Lustspiel,Legrand,NA,NA
570,1781-10-11,Bth,Court,Die Sklavinn,Singspiel,unknown,Piccinni,Final performance
571,1781-10-11,Kth,French,L'Amitié à l'epreuve,Comédie mêlée d'ariettes,Favart,Grétry,NA
572,1781-10-11,Kth,French,Les Deux Avares,Opéra comique,Falbaire de Quingey,Grétry,NA
573,1781-10-12,Bth,unknown,Reinhold und Armida,Melodrama,Babo,Winter,NA
574,1781-10-12,Bth,Kinder,Die Geschwisterliebe,Schauspiel,Weiße,NA,NA
575,1781-10-13,Bth,Court,Der Ostindienfahrer,Lustspiel,Stephanie d. J.,NA,"Performed just three times in 1781, and revived for two performances in 1785."
576,1781-10-14,Kth,French,"L'Olympiade, ou le Triomphe de l'amitié",Drame mêlé de musique,Metastasio,Sacchini,NA
577,1781-10-15,NA,NA,Theaters closed (Saint Teresa's Day),NA,NA,NA,NA
578,1781-10-16,Bth,Court,Die Liebe unter den Handwerksleuten,Singspiel,Goldoni,Gassmann,NA
579,1781-10-16,Kth,French,"Le Bûcheron, ou les Trois souhaits",Comédie mêlée d'ariettes,Guichard,Philidor,NA
580,1781-10-16,Kth,French,Ninette à la cour,Comédie mêlée d'ariettes,Favart,Ciampi,NA
581,1781-10-17,Bth,Court,Der Barbier von Sevilien,Lustspiel,Beaumarchais,NA,NA
582,1781-10-17,Bth,Court,Pyrrhus und Polixene,Ballet,unknown,Winter,NA
583,1781-10-18,Bth,Court,Die Pilgrime von Mekka,Singspiel,Dancourt,Gluck,NA
584,1781-10-18,Kth,French,Julie,Comédie mêlée d'ariettes,Monvel,Dezède,NA
585,1781-10-18,Kth,French,Le Tableau parlant,Opéra comique,Anseaume,Grétry,NA
586,1781-10-19,Kth,Kinder,Adelheit von Veltheim,Singspiel,Großmann,Sardi,NA
587,1781-10-20,Bth,Court,Der Ostindienfahrer,Lustspiel,Stephanie d. J.,NA,"Third performance. SchletterL ""Der Ostindienfahrer / (Autors Einnahme.)"""
588,1781-10-20,Bth,Court,Pyrrhus und Polixene,Ballet,unknown,Winter,NA
589,1781-10-21,Bth,Court,Die abgeredte Zauberey,Singspiel,Marmontel,Grétry,NA
590,1781-10-21,Bth,Court,Pyrrhus und Polixene,Ballet,unknown,Winter,NA
591,1781-10-21,Kth,French,La Belle Cordonniere,Opéra comique,unknown,unknown,NA
592,1781-10-21,Kth,French,"Le Bûcheron, ou les Trois souhaits",Comédie mêlée d'ariettes,Guichard,Philidor,NA
593,1781-10-22,Bth,Court,Der Dienstfertige,Lustspiel,La Salle,NA,Final performance of Schletter's version.
594,1781-10-22,Bth,Court,Der verlogene Bediente,Lustspiel,Garrick,NA,NA
595,1781-10-23,Bth,Court,Iphigenie auf Tauris,Singspiel,Guillard,Gluck,NA
596,1781-10-23,Kth,French,Le Maître en droit,Opéra comique,Lemonnier,Monsigny,NA
597,1781-10-23,Kth,French,On ne s'avise jamais de tout,Opéra comique,Sedaine,Monsigny,NA
598,1781-10-24,Bth,Court,Henriette,Lustspiel,Großmann,NA,NA
599,1781-10-24,Bth,Court,Das Winterquartier in Amerika,Lustspiel,Babo,NA,NA
600,1781-10-25,Bth,Court,Iphigenie auf Tauris,Singspiel,Guillard,Gluck,NA
601,1781-10-25,Kth,French,Le Magnifique,Comédie,Sedaine,Grétry,NA
602,1781-10-25,Kth,French,Rose et Colas,Opéra comique,Sedaine,Monsigny,NA
603,1781-10-26,NA,NA,Theaters closed,NA,NA,NA,NA
604,1781-10-27,Bth,Court,Die Familie,Schauspiel,Schröder,NA,NA
605,1781-10-27,Bth,Court,Der Wittwer,Lustspiel,Carmontelle,NA,NA
606,1781-10-28,Bth,Court,Die Familie,Schauspiel,Schröder,NA,NA
607,1781-10-28,Kth,French,La Belle Arsène,Comédie mêlée d'ariettes,Favart,Monsigny,NA
608,1781-10-29,Bth,Court,Der Hausfreund,Singspiel,Marmontel,Grétry,NA
609,1781-10-29,Bth,Court,Pyrrhus und Polixene,Ballet,unknown,Winter,NA
610,1781-10-30,Bth,Court,Iphigenie auf Tauris,Singspiel,Guillard,Gluck,"Entry to the theater was free in celebration of the news of Marie Antoinette's successful delivery of a male child and potential heir to the French throne, Louis-Joseph de France, on 22 Oct 1781. (Louis-Joseph died on 4 Jun 1789.)"
611,1781-10-30,Kth,unknown,Das Landmädchen,Lustspiel,Wycherley,NA,Das Landmädchen was in the repertory of the court theater company. This free performance in the Kärntnertortheater is not in Hadamowsky.
612,1781-10-31,Bth,Court,Juliane von Lindorak,Lustspiel,Gozzi,NA,NA
613,1781-10-31,Bth,Court,Der dankbare Sohn,Lustspiel,Engel,NA,NA
614,1781-10-31,Kth,French,La Belle Cordonniere,Opéra comique,unknown,unknown,"Free in celebration of the news of Marie Antoinette's successful delivery of a male child and potential heir to the French throne, Louis-Joseph de France, on 22 Oct 1781. (Louis-Joseph died on 4 Jun 1789.)"
615,1781-10-31,Kth,French,Le Tonnellier,Opéra comique,Audinot,Gossec,NA
616,1781-11-01,NA,NA,Theaters closed for All Saints (Allerheiligen),NA,NA,NA,NA
617,1781-11-02,Bth,Court,Der Furchtsame,Lustspiel,Hafner,NA,"Hadamowsky has the Burgtheater closed on this day. The earliest performance of Der Furchtsame in Hadamowsky was on 1 Sep 1764, and the latest on 19 Jan 1779."
622,1781-11-03,Bth,Court,Das Testament,Lustspiel,Schröder,NA,NA
623,1781-11-03,Kth,French,Les Evénements imprévus,Comédie mêlée d'ariettes,Hales,Grétry,NA
624,1781-11-03,Kth,French,Les Pêcheurs,Opéra comique,La Salle,Gossec,NA
625,1781-11-04,Bth,Court,Das Testament,Lustspiel,Schröder,NA,NA
626,1781-11-04,Kth,French,"L'Amant jaloux, ou les Fausses Apparences",Comédie mêlée d'ariettes,Hales,Grétry,NA
627,1781-11-05,Bth,Court,Robert und Kalliste,Singspiel,Chiari,Guglielmi,First performed by the court theater in Vienna on 1 Oct 1778.
628,1781-11-06,Bth,Court,Der Deserteur aus Kindesliebe,Lustspiel,Stephanie d. J.,NA,NA
629,1781-11-06,Bth,Court,Pyrrhus und Polixene,Ballet,unknown,Winter,NA
630,1781-11-06,Kth,French,Le Jugement de Midas,Comédie mêlée d'ariettes,Hales,Grétry,NA
631,1781-11-07,Bth,Court,Minna von Barnhelm,Lustspiel,Lessing,NA,NA
632,1781-11-08,Bth,Court,Iphigenie auf Tauris,Singspiel,Guillard,Gluck,NA
633,1781-11-09,Bth,unknown,Philotas,Trauerspiel,Lessing,NA,Perhaps given by the Theaterschule? No Viennese playbook in the ÖNB.
634,1781-11-09,Bth,unknown,"Peter du bleibst, oder Der Hausfreund auf dem Lande",Singspiel,unknown,Walter,NA
635,1781-11-09,Kth,French,Les Pèlereins de la Mecque,Singspiel,Dancourt,Gluck,NA
636,1781-11-10,Bth,Court,Das Testament,Lustspiel,Schröder,NA,"""Das Testament / (Autors Einnahme)"". Third performance"
637,1781-11-10,Bth,Court,Die schöne Nanette,Lustspiel,Legrand,NA,Performed just once.
638,1781-11-11,Bth,Court,Iphigenie auf Tauris,Singspiel,Guillard,Gluck,NA
639,1781-11-11,Kth,French,La Belle Arsène,Comédie mêlée d'ariettes,Favart,Monsigny,NA
640,1781-11-12,Bth,Court,Die Familie,Schauspiel,Schröder,NA,NA
641,1781-11-12,Bth,Court,Inkle und Yariko,Trauerspiel,Pelzel,NA,NA
642,1781-11-12,Kth,French,La Fausse Magie,Comédie mêlée d'ariettes,Marmontel,Grétry,NA
643,1781-11-12,Kth,French,L'impromptu du coeur,NA,unknown,unknown,"""L'impro di Coeur a l'occas. / de la Naissance de Mgr. le Dauphine."" The reference is to the potential heir to the French throne, Louis-Joseph de France, born on 22 Oct 1781. (Louis-Joseph died on 4 Jun 1789.)"
644,1781-11-13,Bth,Court,Der stürmische Liebhaber,Lustspiel,Monvel,NA,NA
645,1781-11-13,Bth,Court,Die Liebe unter den Handwerksleuten,Singspiel,Goldoni,Gassmann,This performance is missing in Hadamowsky.
646,1781-11-14,Bth,Court,Der eifersüchtige Liebhaber,Singspiel,Hales,Grétry,NA
647,1781-11-14,Bth,Court,Progne und Philomele,Ballet,unknown,Winter,Performed only twice
648,1781-11-15,Bth,Court,Hamlet,Trauerspiel,Shakespeare,NA,NA
649,1781-11-15,Kth,French,L'Amoreux de quinze ans,Comédie mêlée d'ariettes,Laujon,Martini,NA
