id,date_id,theater,company,event_type,hadamowsky,morrow,notes
35,1/31/1781,Kth,Kinder,reprise,No,NA,"""Präsentirt das Gewehr L. / 2. A. Die Matrosen.""Präsentirt das Gewehr had been in the repertory of the court theater since 17 Jun 1775, but this performance in the Kärntnertortheater is not in Hadamowsky."
36,1/31/1781,Kth,Kinder,reprise,No,NA,"""Präsentirt das Gewehr L. / 2. A. Die Matrosen.""Not specified whether this is actually the ""Matrosen Ballet"" of earlier in the month."
37,2/1/1781,Bth,Court,reprise,Yes,NA,NA
38,2/1/1781,Bth,Court,reprise,Yes,NA,"""Die schöne Schusterinn / S. in 2. A. a. d. Fr."""
39,2/1/1781,Kth,French,reprise,No,NA,"""La Rosiere de Salency O. / 3. A. et Ballet.""A German version, Das Rosenfest zu Salenci, has been in the repertory of the court theater company since 9 Sep 1779."
40,2/2/1781,Bth,NA,concert,No,No,"""Musikalische Akademie zum Vortheil der Herrn Winter und Tausch. In Churbayer. Diensten.""Cf. 26 Mar"
41,2/3/1781,Bth,Court,premiere,Yes,NA,"""Wahrheit ist gut Ding / L. in 5. A. / nach dem Lügner d. Gold. / frey bearbeitet v. Schle= / ter."""
42,2/3/1781,Kth,French,reprise,No,NA,"""Babier [sic] de Seville O. [sic] 4. A. / La belle Cordoniere. O. / 2. A."""
43,2/3/1781,Kth,French,reprise,No,NA,"""Babier [sic] de Seville O. [sic] 4. A. / La belle Cordoniere. O. / 2. A.""May be Les souliers mors-dorés, ou La cordonniere allemande (see work record)."
44,2/4/1781,Kth,Kinder,reprise,No,NA,"""Die kleine Näscherinn. L. / 1. A. die Horazier. B.""Probably = to ""Die Näscherinn""?"
45,2/4/1781,Kth,Kinder,reprise,No,NA,NA
46,2/4/1781,Bth,Court,reprise,Yes,NA,NA
47,2/5/1781,Bth,Court,reprise,Yes,NA,Earliest Viennese performance in Hadamowsky on 5 Apr 1769 in the Kärntnertortheater.
48,2/5/1781,Bth,Court,reprise,Yes,NA,NA
49,2/5/1781,Kth,French,reprise,No,NA,NA
50,2/5/1781,Kth,French,reprise,No,NA,NA
51,2/6/1781,Bth,Court,reprise,Yes,NA,NA
52,2/6/1781,Kth,Kinder,reprise,No,NA,NA
53,2/6/1781,Kth,Kinder,reprise,No,NA,NA
54,2/7/1781,Bth,Court,reprise,Yes,NA,"""Ermine [sic] v. Steinheim / Tr. im 5. A. v. Blum= / auer."""
55,2/7/1781,Kth,French,reprise,No,NA,Hadamowsky has a production by the court theater premiering on 27 Jun 1809.
56,2/7/1781,Kth,French,reprise,No,NA,NA
57,2/8/1781,Bth,Court,reprise,Yes,NA,NA
58,2/8/1781,Bth,Court,reprise,Yes,NA,NA
59,2/8/1781,Kth,Kinder,reprise,No,NA,NA
60,2/8/1781,Kth,Kinder,reprise,No,NA,NA
61,2/9/1781,Bth,NA,concert,No,NA,"""Musikalische Akademie. zum Vortheil Herrn. Schlick. K. M. aus Gotha und Herrn Tanner aus München."""
62,2/10/1781,Bth,Court,reprise,Yes,NA,Only performance in 1781. First performed in Vienna in 1770.
63,2/10/1781,Kth,Kinder,reprise,No,NA,NA
64,2/10/1781,Kth,Kinder,reprise,No,NA,"""Adelheit v. Ponthieu, B."""
65,2/11/1781,Bth,Court,reprise,Yes,NA,NA
66,2/11/1781,Kth,French,reprise,No,NA,NA
67,2/11/1781,Kth,French,reprise,No,NA,NA
68,2/12/1781,Bth,Court,reprise,Yes,NA,Premiere in the Burgtheater on 26 Jul 1780
69,2/12/1781,Kth,Kinder,reprise,No,NA,NA
70,2/12/1781,Kth,Kinder,reprise,No,NA,NA
71,2/13/1781,Bth,Court,reprise,Yes,NA,NA
72,2/13/1781,Bth,Court,premiere,Yes,NA,Premiere. Performed only one more time on 21 Feb before being permanently dropped.
73,2/13/1781,Kth,French,reprise,No,NA,NA
74,2/13/1781,Kth,French,reprise,No,NA,NA
75,2/14/1781,Bth,Court,reprise,Yes,NA,NA
76,2/14/1781,Kth,Kinder,reprise,No,NA,NA
77,2/14/1781,Kth,Kinder,reprise,No,NA,NA
78,2/15/1781,Bth,Court,reprise,Yes,NA,NA
79,2/15/1781,Kth,French,reprise,No,NA,NA
80,2/15/1781,Kth,French,reprise,No,NA,NA
81,2/16/1781,Bth,NA,concert,No,No,"""Musikalische Akadamie zum Vortheil Hr. Anton Ulbrich, von WIen.""""Anton"" may have been either Anton Ignaz Ulbrich (1706–1796) or his son Anton Johann Nepomuk (1754–1830), both trombonists. Neither is known to have composed. One wonders whether this might have been a family concert, perhaps also including Johann Nepomuk Maximilian (1743–1814), who was a composer."
82,2/17/1781,Bth,Court,premiere,Yes,NA,NA
83,2/17/1781,Kth,French,reprise,No,NA,NA
84,2/17/1781,Kth,French,reprise,No,NA,NA
85,2/17/1781,Kth,French,reprise,No,NA,NA
86,2/18/1781,Bth,Court,reprise,Yes,NA,NA
87,2/18/1781,Kth,Kinder,reprise,No,NA,NA
88,2/18/1781,Kth,Kinder,reprise,No,NA,NA
89,2/19/1781,Bth,Court,reprise,Yes,NA,NA
90,2/19/1781,Kth,French,reprise,No,NA,NA
91,2/19/1781,Kth,French,reprise,No,NA,NA
92,2/19/1781,Kth,French,reprise,No,NA,NA
93,2/20/1781,Bth,Court,reprise,Yes,NA,NA
94,2/20/1781,Kth,Kinder,reprise,No,NA,NA
95,2/20/1781,Bth,Court,reprise,Yes,NA,NA
96,2/20/1781,Kth,Kinder,premiere,No,NA,NA
97,2/21/1781,Bth,Court,reprise,Yes,NA,NA
98,2/21/1781,Bth,Court,reprise,Yes,NA,Second and final performance
99,2/21/1781,Kth,French,reprise,No,NA,NA
100,2/21/1781,Kth,French,reprise,No,NA,NA
101,2/21/1781,Kth,French,reprise,No,NA,NA
102,2/22/1781,Bth,Court,reprise,Yes,NA,"Zinzendorf attended this performance and that of Der eifersüchtige Liebhaber. It was his first attendance of a public theatrical performances since his return from Trieste.""♃. 22. Fevrier. [...] Dela au Spectacle national. D[as] WinterQuartier in America. La Jaquet, jolie actrice. Der eifersüchtige Liebhaber opera comique françois traduit. belle musique. Adamberger chanta bien. La Lang qui est grosse point parfaitement, Vischer bien. L'air de Alonso Sans jalousie point d'amour. J'etois avec M:e de Thun dans la loge du C:te Rosenberg."""
103,2/22/1781,Bth,Court,reprise,Yes,NA,NA
104,2/22/1781,Kth,Kinder,reprise,No,NA,NA
105,2/22/1781,Kth,Kinder,reprise,No,NA,NA
106,2/22/1781,Kth,Kinder,reprise,No,NA,"""Adelheid von Ponthieu."""
107,2/23/1781,Bth,NA,concert,No,No,This was Monzani's only known appearance in Vienna
108,2/24/1781,Bth,Court,benefit,Yes,NA,"""Hr. Autors Einnahme.""This was the third performance, and the proceeds went to Stephanie d. J.Zinendorf attempted to go to this performance, but couldn't find a seat."
109,2/24/1781,Kth,Kinder,reprise,No,NA,NA
110,2/24/1781,Kth,Kinder,reprise,No,NA,NA
111,2/24/1781,Kth,Kinder,reprise,No,NA,NA
112,2/25/1781,Bth,Court,reprise,Yes,NA,NA
113,2/25/1781,Bth,Court,reprise,Yes,NA,NA
114,2/25/1781,Kth,French,reprise,No,NA,NA
115,2/25/1781,Kth,French,reprise,No,NA,NA
116,2/26/1781,Bth,Court,reprise,Yes,NA,NA
117,2/26/1781,Kth,Kinder,reprise,No,NA,NA
118,2/26/1781,Kth,Kinder,reprise,No,NA,NA
119,2/26/1781,Kth,Kinder,reprise,No,NA,NA
120,2/27/1781,Bth,Court,reprise,Yes,NA,NA
121,2/27/1781,Bth,Court,reprise,Yes,NA,NA
122,2/27/1781,Kth,French,reprise,No,NA,NA
123,2/27/1781,Kth,French,reprise,No,NA,NA
124,2/27/1781,Kth,French,reprise,No,NA,NA
125,3/4/1781,Bth,NA,concert,No,NA,"""Musikalische Akademie. / Zum Vortheil Hr. Adambergers Mitglied d. K. K. / N. H. Schaubühne."""
126,3/6/1781,Bth,NA,concert,No,No,"""Dergleichen z. V. Hr. Thurners, M. d. Orchest. b. Nationaltheater.""Mathias Thurner was a flutist in the orchestra of the court orchestra in Vienna; see Steblin, JAMIS 2008."
127,3/8/1781,Bth,NA,concert,No,No,"""Dergleichen z. V. der Unternehmer des Franz. Schauspiels."""
128,3/11/1781,Kth,NA,concert,No,Yes,"""Dergleichen z. V. der Tonkünstler Gesellschaft allhier. Alcid am Scheidwege.""Hasse's Alcide al bivio"
129,3/12/1781,Bth,NA,concert,No,No,NA
130,3/13/1781,Kth,NA,concert,No,Yes,"""Wie am Sonntag den 11. d. M.""Hasse's Alcide al bivio"
131,3/15/1781,Bth,NA,concert,No,Yes,"""Dergleichen / z. V. Hr. Boruwlaski in Königl. Pohlnischen / Diensten.""See Boruwłaski's description of his visit to Vienna in 1781 and his concert in his autobiography, 159ffMorrow (249) notes that the concert is in Zinzendorf, who mentions a guitar player and Adamberger"
132,3/18/1781,Bth,NA,concert,No,No,"""Dergleichen / z. V. Hr. Righini, gen. Apolls Geburtstag.""= Il natale di Apollo"
133,3/19/1781,Bth,NA,concert,No,No,"""Dergleichen / z. V. Hr. Ramms in Churbayer. Diensten."""
134,3/20/1781,Kth,NA,concert,No,Yes,"""Dergleichen / z. V. der Madame Mara.""In Schletter, the date appears as ""Dienstag / d. a2. [sic]""MBA, iii:101, Wolfgang to Leopold, 24 Mar:""die Mara ist hier; – sie hat vergangen dienstag eine accademie im Theater gegeben. – ihr Mann hat sich nicht dürfen sehen lassen, sonst hätte das orchstre nicht accompagnirt, weil er in die Zeitungen gedruckt hat, i ganz Wien seye kein Mensch im stande ihm zu accompagniren."""
135,3/25/1781,Bth,NA,concert,No,No,Reprise of Il natale di Apollo
136,3/26/1781,Bth,NA,concert,No,No,"""Dergleichen / z. V. Hr. Winter und Tausch, in Churbayer. / Diensten.""Cf. 2 Feb"
137,3/27/1781,Bth,NA,concert,No,No,"""Dergleichen / z. V. der Madame Olivieri.""Madame Olivieri not yet identified"
138,3/29/1781,Bth,NA,concert,No,Yes,"""Dergleichen / z. V. der Madam Varennes.""In ZinzendorfMadame Varenne played in concerts at the French ambassador's on 24 Mar, 28 Mar, 7 Apr, and 5 May 1781 (on 7 Apr with ""Herr Varene"", violin), and on 4 Apr at Prince Paar."
139,4/1/1781,Kth,NA,concert,No,Yes,Albrechtsberger's Die Pilgrime auf Golgatha was performed.
140,4/3/1781,Kth,NA,concert,No,Yes,Albrechtsberger's Die Pilgrime auf Golgatha was performed.A Mozart symphony was performed and he played the piano.
141,4/5/1781,Kth,NA,concert,No,No,NA
142,4/16/1781,Bth,Court,premiere,Yes,NA,"Zinendorf attended this premiere, calling it a ""mauvaise tragedie"", noting, however, ""Schroeder qui fit le rôle du Duc Albert de Bavière, joua comme un ange."""
618,4/17/1781,Bth,Court,reprise,Yes,NA,NA
619,4/17/1781,Kth,French,reprise,No,NA,NA
620,4/17/1781,Kth,French,reprise,No,NA,NA
621,4/18/1781,Bth,Court,reprise,Yes,NA,"This performance was attended by the Emperor, Archduchesses Maria Anna, Maria, and Maria Elisabeth, and Duke Albert von Sachsen-Teschen (WZ, Sat, 21 Apr 1781, no. 32, [6]"
143,4/19/1781,Bth,Court,reprise,Yes,NA,"Zinzendorf attended this performance, writing ""Belle musique."""
144,4/19/1781,Kth,French,unknown,No,NA,NA
145,4/19/1781,Kth,French,unknown,No,NA,NA
146,4/20/1781,Bth,unknown,benefit,No,NA,"This performance in the Burgtheater is not in Hadamowsky or Von Alth/Obzyna. Because it took place on a Friday, it may have been a benefit. Hadamowsky has the Burgtheater as ""geschlossen"" on this day.""Wissenschaft. geht vor / Schonheit [sic]. / L. in 3. A. n. G. v. B."""
147,4/21/1781,Bth,Court,premiere,Yes,NA,Performed only four times before being dropped.
148,4/21/1781,Bth,Court,premiere,Yes,NA,Performed only three times
149,4/22/1781,Bth,Court,premiere,Yes,NA,"Zinzendorf attended this performance, writing: ""Je trouvois Schroeter excellent en vieillard, jeu noble, [debit] agréable."""
150,4/22/1781,Kth,French,unknown,No,NA,"""L'Offcier & le grand Baillif. C. 5. / la Laitiere. C. 1. a.""Identification of ""La Laitiere"" as the work by Anseaume and Duni is provisional."
151,4/22/1781,Kth,French,unknown,No,NA,NA
152,4/23/1781,Bth,Court,reprise,Yes,NA,NA
153,4/23/1781,Bth,Court,premiere,Yes,NA,Performed only four times before being dropped.
154,4/24/1781,Bth,Court,reprise,Yes,NA,NA
155,4/24/1781,Bth,Court,reprise,Yes,NA,NA
156,4/24/1781,Kth,French,unknown,No,NA,"""Les 3. jumeaux venetiens. C. 3. 2."""
157,4/24/1781,Kth,French,unknown,No,NA,NA
158,4/25/1781,Bth,Court,reprise,Yes,NA,NA
159,4/25/1781,Kth,French,unknown,No,NA,NA
160,4/25/1781,Kth,French,unknown,No,NA,Identification of work mildly uncertain
161,4/26/1781,Bth,Court,reprise,Yes,NA,NA
163,4/26/1781,Bth,Court,premiere,Yes,NA,Performed only twice
162,4/27/1781,Bth,unknown,benefit,No,NA,Not in Hadamowsky or Von Alth/Obzyna. Possibly a benefit.
164,4/27/1781,Kth,NA,concert,No,No,"""Musikalische Akademie / z. V. Hr. Johann Lausch."""
165,4/28/1781,Kth,Court,premiere,Yes,NA,Performed only three times
166,4/28/1781,Bth,Court,reprise,Yes,NA,NA
167,4/28/1781,Kth,French,unknown,No,NA,NA
168,4/28/1781,Kth,French,unknown,No,NA,NA
169,4/28/1781,Kth,French,unknown,No,NA,NA
170,4/29/1781,Bth,Court,reprise,Yes,NA,NA
171,4/29/1781,Bth,Court,reprise,Yes,NA,NA
172,4/29/1781,Kth,French,unknown,No,NA,"Zinzendorf attended these performances: ""Le soir au Theatre de la porte de Carinthie. L'Homme comme il y en a peu. Dalainval, Calet et le jolie M:elle Laurens jouerent fort bien. La Servante maitresse bien jouée et mal chantée."""
173,4/29/1781,Kth,French,unknown,No,NA,"On Zinzendorf's reaction, see the preceding entry."
174,4/30/1781,Bth,Court,premiere,Yes,NA,NA
175,5/1/1781,Bth,Court,reprise,Yes,NA,NA
176,5/1/1781,Bth,Court,reprise,Yes,NA,NA
177,5/1/1781,Kth,French,reprise,No,NA,NA
178,5/1/1781,Kth,French,reprise,No,NA,NA
179,5/2/1781,Bth,Court,reprise,Yes,NA,"Zinzendorf attended this performance: ""Le soir au Spectacle der flatterhaffte Liebhaber [sic]. Schroeter y joua a merveille en pauvre rôle [...]"""
180,5/2/1781,Kth,NA,concert,No,No,NA
181,5/3/1781,Bth,Court,reprise,Yes,NA,NA
182,5/3/1781,Bth,Court,reprise,Yes,NA,NA
183,5/3/1781,Kth,French,unknown,No,NA,NA
184,5/3/1781,Kth,French,reprise,No,NA,NA
185,5/4/1781,Bth,unknown,reprise,No,NA,"Not in Hadamowsky or Von Alth/Obzyna. Benefit? Hadamowsky has the Burgtheater as ""geschollsen"" on this day."
186,5/5/1781,Bth,Court,benefit,Yes,NA,"""Autors Einnahme"". Final performance."
187,5/5/1781,Bth,Court,premiere,Yes,NA,Premiere on the same day as the last of three performances of Eckardt's Die Schwäger. Performed only three times.
188,5/5/1781,Kth,French,reprise,No,NA,NA
189,5/5/1781,Kth,French,unknown,No,NA,NA
190,5/6/1781,Bth,Court,reprise,Yes,NA,NA
191,5/6/1781,Kth,French,unknown,No,NA,NA
192,5/6/1781,Kth,French,reprise,No,NA,NA
193,5/7/1781,Bth,Court,reprise,Yes,NA,"""Der Eßighandler. / L. in 3. A. a. d. Fr.""Adapted from Mercier's La Brouette du vinaigrier.Zinzendorf attended these peformances: ""Le soir au Theatre. der Wein Eßig Händler. mauvais pièce que Schroeter rendit tres suportable par son jeu excellent. Ariadne zu Naxos Ein melodrama. M:e Schroeter tres bien [****], joua assez bien. L'orage a merveille."""
194,5/7/1781,Bth,Court,reprise,Yes,NA,"Zinzendorf attended these peformances: ""Le soir au Theatre. der Wein Eßig Händler. mauvais pièce que Schroeter rendit tres suportable par son jeu excellent. Ariadne zu Naxos Ein melodrama. M:e Schroeter tres bien [****], joua assez bien. L'orage a merveille."""
195,5/8/1781,Bth,Court,reprise,Yes,NA,NA
196,5/8/1781,Kth,French,unknown,No,NA,NA
197,5/9/1781,Bth,Court,reprise,Yes,NA,NA
198,5/9/1781,Kth,NA,concert,No,Yes,"Morrow, 250, based on entry in Zinzendorf"
199,5/10/1781,Bth,Court,reprise,Yes,NA,NA
200,5/10/1781,Kth,French,unknown,No,NA,"""Du Sorcier. O. 2. a."""
201,5/10/1781,Kth,French,unknown,No,NA,"""Dupuis & des Ronæls.C. / 3. a.""This title only in Bender (based on Schletter). Schinke has ""Depuis & de Ronais""."
202,5/11/1781,Bth,unknown,benefit,No,NA,"Not in Hadamowsky or Von Alth/Obzyna. Friday benefit? Hadamowsky has the Burgtheater as ""geschlossen."""
203,5/11/1781,Bth,unknown,reprise,No,NA,"Not in Hadamowsky or Von Alth/Obzyna. Friday benefit? Hadamowsky has the Burgtheater as ""geschlossen."""
204,5/12/1781,Bth,Court,reprise,Yes,NA,NA
205,5/12/1781,Bth,Court,reprise,Yes,NA,"Zinzendorf attended this performance: ""Andromede melodrame musique de M. Zimmer,ann. M:e Sacco joua comme un ange. le mot de Wahrheit quelle expression elle lui donna, en [***]ant a Persée qu'elle l'aime."""
206,5/12/1781,Kth,French,unknown,No,NA,NA
207,5/12/1781,Kth,French,reprise,No,NA,NA
208,5/13/1781,Bth,Court,reprise,Yes,NA,NA
209,5/13/1781,Kth,French,unknown,No,NA,"Zinzendorf attended these perfromances: ""Au Spectac;le françois. L'homme officieux, puis Nanette et Lucas."""
210,5/13/1781,Kth,French,unknown,No,NA,NA
211,5/14/1781,Bth,Court,reprise,Yes,NA,NA
212,5/14/1781,Kth,French,reprise,No,NA,NA
213,5/14/1781,Kth,French,unknown,No,NA,NA
214,5/15/1781,Bth,Court,reprise,Yes,NA,From Calderon's Alcalde de Zalamea
215,5/16/1781,Bth,Court,reprise,Yes,NA,NA
216,5/16/1781,Kth,French,unknown,No,NA,NA
218,5/16/1781,Kth,French,reprise,No,NA,NA
217,5/17/1781,Bth,Court,reprise,Yes,NA,NA
219,5/17/1781,Bth,Court,reprise,Yes,NA,NA
220,5/17/1781,Kth,French,unknown,No,NA,"""La Soiree a la Mode. C. 1. a."""
221,5/17/1781,Kth,French,unknown,No,NA,NA
222,5/17/1781,Kth,French,unknown,No,NA,NA
223,5/18/1781,Bth,unknown,benefit,No,NA,"Not in Hadamowsky or Von Alth/Obzyna. Perhaps a Friday benefit. Hadamowsky has the Burgtheater as ""geschlossen"" on this day."
224,5/18/1781,Kth,NA,concert,No,NA,"Sartori:	Matteo Gervasi, composer of La Mistica vittoria (1772)	Giuseppe Gervasoni, a singer active in the early 1780s	Susanna Gervasio, singerGerber 1790, only name even close is Mr. Gervais, violinist who appeared at the Concert spirituel in Paris.There was a tenor Cesare Cervasi in the 1820s"
225,5/19/1781,Bth,Court,reprise,Yes,NA,Probably with Schröder in the title role?
226,5/20/1781,Bth,Court,reprise,Yes,NA,NA
227,5/20/1781,Bth,Court,reprise,Yes,NA,NA
228,5/20/1781,Kth,French,unknown,No,NA,NA
229,5/20/1781,Kth,French,unknown,No,NA,NA
230,5/21/1781,Bth,Court,reprise,Yes,NA,NA
231,5/22/1781,Bth,Court,reprise,Yes,NA,NA
232,5/22/1781,Bth,Court,premiere,Yes,NA,NA
235,5/22/1781,Kth,French,unknown,No,NA,NA
236,5/22/1781,Kth,French,reprise,No,NA,NA
237,5/23/1781,Bth,Court,reprise,Yes,NA,NA
233,5/24/1781,Kth,French,unknown,No,NA,NA
234,5/24/1781,Kth,French,reprise,No,NA,NA
238,5/24/1781,Bth,Court,reprise,Yes,NA,NA
239,5/24/1781,Bth,Court,reprise,Yes,NA,NA
240,5/25/1781,NA,NA,closed,NA,NA,NA
241,5/26/1781,Bth,Court,premiere,Yes,NA,NA
242,5/26/1781,Kth,French,unknown,No,NA,NA
243,5/26/1781,Kth,French,unknown,No,NA,NA
244,5/27/1781,Bth,Court,reprise,Yes,NA,NA
245,5/27/1781,Kth,French,reprise,No,NA,NA
246,5/27/1781,Kth,French,reprise,No,NA,NA
247,5/28/1781,Bth,Court,reprise,Yes,NA,NA
248,5/28/1781,Bth,Court,reprise,Yes,NA,NA
249,5/29/1781,Bth,Court,premiere,Yes,NA,NA
250,5/29/1781,Kth,French,reprise,No,NA,NA
251,5/29/1781,Kth,French,reprise,No,NA,NA
252,5/30/1781,Bth,Court,reprise,Yes,NA,NA
253,5/30/1781,Bth,Court,reprise,Yes,NA,Second and final performance
254,5/31/1781,Bth,Court,reprise,Yes,NA,NA
255,5/31/1781,Kth,French,reprise,No,NA,NA
256,5/31/1781,Kth,French,reprise,No,NA,NA
258,6/1/1781,Bth,unknown,benefit,No,NA,"Not in Hadamowsky or Von Alth/Obzyna. Perhaps a Friday benefit? Hadamowsky has the Burgtheater as ""geschlossen""  on this day."
259,6/1/1781,Bth,unknown,benefit,No,NA,"Not in Hadamowsky or Von Alth/Obzyna. Perhaps a Friday benefit? Hadamowsky has the Burgtheater as ""geschlossen""  on this day."
260,6/2/1781,Bth,Court,reprise,Yes,NA,NA
261,6/2/1781,Bth,Court,reprise,Yes,NA,NA
262,6/2/1781,Kth,French,reprise,No,NA,NA
263,6/2/1781,Kth,French,unknown,No,NA,NA
264,6/3/1781,NA,NA,NA,NA,NA,"""Vacat wegen Pfingstfestes"""
265,6/4/1781,Bth,Court,reprise,Yes,NA,NA
266,6/4/1781,Kth,French,reprise,No,NA,NA
267,6/4/1781,Kth,French,unknown,No,NA,NA
268,6/5/1781,Bth,Court,reprise,Yes,NA,NA
269,6/5/1781,Bth,Court,reprise,Yes,NA,NA
270,6/6/1781,Bth,Court,reprise,Yes,NA,NA
271,6/7/1781,Bth,Court,reprise,Yes,NA,NA
272,6/7/1781,Kth,French,reprise,No,NA,NA
273,6/8/1781,NA,NA,closed,NA,NA,NA
274,6/9/1781,Bth,Court,reprise,Yes,NA,NA
275,6/9/1781,Kth,French,unknown,No,NA,"First performed in Paris for the first time 14 Nov 1780. Adapted from a ""conte philosophique"" by Voltaire (1764)"
276,6/9/1781,Kth,French,reprise,No,NA,NA
277,6/10/1781,Bth,Court,reprise,Yes,NA,NA
278,6/10/1781,Kth,French,reprise,No,NA,NA
279,6/11/1781,Bth,Court,reprise,Yes,NA,NA
280,6/11/1781,Bth,Court,reprise,Yes,NA,NA
281,6/11/1781,Kth,unknown,concert,No,No,"""Musikalische Akademie z. V. v. Mrs. Agostinelli.""""Mrs."" is probably ""Monsieur,"" based on Schletter's apparent usage. There is a soprano Angela (Angelica) Agostinelli in Sartori in libretti from 1765 to 1767.""Agostinelli"" not in Gerber 1790 or Morrow. See Bernardini 1988, on the Venetian oboist/flutist Floravante Agostinelli (1741–1809). See his note 12. Alternate first names are ""Francesco Saverio"" and ""Florante"". He was employed by the Thurn und Taxis court for 32 years. Burney heard him in Ludwigsburg in 1772.Often referred to (Badley, Murray, Powell) as ""Florante"""
282,6/12/1781,Bth,Court,reprise,Yes,NA,NA
283,6/12/1781,Kth,French,reprise,No,NA,NA
284,6/12/1781,Kth,French,unknown,No,NA,NA
285,6/13/1781,Bth,Court,reprise,Yes,NA,NA
286,6/14/1781,NA,NA,closed,NA,NA,NA
287,6/15/1781,NA,NA,closed,NA,NA,NA
288,6/16/1781,Bth,Court,premiere,Yes,NA,NA
289,6/16/1781,Kth,French,reprise,No,NA,NA
290,6/17/1781,Bth,Court,reprise,Yes,NA,NA
291,6/17/1781,Kth,French,reprise,No,NA,NA
292,6/17/1781,Kth,French,unknown,No,NA,NA
293,6/18/1781,Bth,Court,reprise,Yes,NA,NA
294,6/19/1781,Bth,Court,reprise,Yes,NA,NA
295,6/19/1781,Kth,French,reprise,No,NA,NA
296,6/19/1781,Kth,French,reprise,No,NA,NA
297,6/20/1781,Bth,Court,reprise,Yes,NA,NA
298,6/20/1781,Kth,French,reprise,No,NA,NA
299,6/20/1781,Kth,French,reprise,No,NA,NA
300,6/21/1781,Bth,Court,reprise,Yes,NA,NA
301,6/21/1781,Kth,French,unknown,No,NA,NA
302,6/22/1781,NA,NA,NA,NA,NA,NA
303,6/23/1781,Bth,Court,premiere,Yes,NA,NA
304,6/23/1781,Bth,Court,reprise,Yes,NA,NA
305,6/23/1781,Kth,French,reprise,No,NA,NA
306,6/23/1781,Kth,French,unknown,No,NA,NA
307,6/24/1781,Bth,Court,reprise,Yes,NA,NA
308,6/24/1781,Bth,Court,reprise,Yes,NA,NA
309,6/24/1781,Kth,French,reprise,No,NA,NA
310,6/25/1781,Bth,Court,reprise,Yes,NA,NA
311,6/25/1781,Bth,Court,reprise,Yes,NA,NA
312,6/26/1781,Bth,Court,reprise,Yes,NA,NA
313,6/27/1781,Bth,Court,reprise,Yes,NA,NA
314,6/27/1781,Kth,Kinder,reprise,No,NA,NA
315,6/28/1781,Bth,Court,reprise,Yes,NA,NA
316,6/28/1781,Kth,French,unknown,No,NA,NA
